,id,rating,predicted_rating,context_time,movie_id,learner_id,movie_knowledge_area,level_of_education,level_of_english,level_of_literature,level_of_history,level_of_biology,level_of_physics,level_of_math,learning_goal,learning_style
1495,23607,4,,2017-12-12 17:44:35.09569+00,257,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1496,23608,5,,2017-12-12 17:44:35.103811+00,91,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1497,23609,4,,2017-12-12 17:44:35.114098+00,270,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1498,23610,5,,2017-12-12 17:44:35.125479+00,216,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1499,23611,5,,2017-12-12 17:44:35.140919+00,335,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1500,23612,4,,2017-12-12 17:44:35.155572+00,336,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1501,23613,1,,2017-12-12 17:44:35.168187+00,131,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1502,23614,4,,2017-12-12 17:44:35.19117+00,345,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1503,23615,5,,2017-12-12 17:44:35.207315+00,120,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1504,23616,5,,2017-12-12 17:44:35.216787+00,2,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1505,23625,1,8.598906,2017-12-12 18:14:54.720385+00,10,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1506,23705,5,5.71884,2017-12-12 18:14:54.754567+00,92,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1507,23644,4,4.120858,2017-12-12 18:14:54.501222+00,29,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1508,23699,5,6.903515,2017-12-12 18:14:54.515553+00,85,70,BL,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1509,23686,5,3.99499,2017-12-12 18:14:54.548789+00,71,70,EN,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1510,23618,5,1.164467,2017-12-12 18:14:54.715724+00,3,70,EN,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1511,23650,4,6.7361580000000005,2017-12-12 18:14:54.691976+00,35,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1512,23645,1,5.806986,2017-12-12 18:14:54.696613+00,30,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1513,23649,4,4.017375,2017-12-12 18:14:54.686227+00,34,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1514,23639,4,4.948711,2017-12-12 18:14:54.48616+00,24,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1515,23832,5,5.275887,2017-12-12 18:14:54.563483+00,224,70,BL,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1516,23744,5,4.017858,2017-12-12 18:14:54.777608+00,133,70,BL,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1517,23732,2,9.275801,2017-12-12 18:14:54.807178+00,119,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1518,23767,4,5.0189379999999995,2017-12-12 18:14:54.830569+00,158,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1519,23784,5,4.384005,2017-12-12 18:14:54.791308+00,175,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1520,23795,2,8.707379,2017-12-12 18:14:54.662996+00,186,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1521,23754,4,8.907316,2017-12-12 18:14:54.629062+00,144,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1522,23819,5,7.313778,2017-12-12 18:14:54.941915+00,210,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1523,23824,5,1.136411,2017-12-12 18:14:54.916492+00,215,70,BL,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1524,23842,3,8.292893,2017-12-12 18:14:54.837711+00,234,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1525,23777,3,6.045065,2017-12-12 18:14:54.525084+00,168,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1526,23722,1,8.929375,2017-12-12 18:14:54.54321+00,109,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1527,23794,5,1.460035,2017-12-12 18:14:54.84955+00,185,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1528,23763,3,8.137441,2017-12-12 18:14:54.874875+00,153,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1529,23728,4,3.340817,2017-12-12 18:14:54.728793+00,115,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1530,23789,1,2.323458,2017-12-12 18:14:54.710916+00,180,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1531,23785,5,6.0292449999999995,2017-12-12 18:14:54.856296+00,176,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1532,23792,5,8.39717,2017-12-12 18:14:54.67378+00,183,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1533,23837,5,6.4674760000000004,2017-12-12 18:14:54.569585+00,229,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1534,23757,4,6.799291,2017-12-12 18:14:54.586451+00,147,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1535,23774,4,5.8643790000000005,2017-12-12 18:14:54.511034+00,165,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1536,23851,5,8.353699,2017-12-12 18:14:54.641214+00,243,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1537,23854,5,5.243494,2017-12-12 18:14:54.651555+00,246,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1538,23855,2,5.13743,2017-12-12 18:14:54.657325+00,247,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1539,23942,4,6.811674000000001,2017-12-12 18:14:54.668395+00,343,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1540,23937,5,5.6604790000000005,2017-12-12 18:14:54.900653+00,338,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1541,23936,3,8.181562,2017-12-12 18:14:54.922335+00,337,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1542,23862,4,5.880909,2017-12-12 18:14:54.912+00,254,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1543,23905,1,5.54098,2017-12-12 18:14:54.553747+00,301,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1544,23955,5,5.924599,2017-12-12 18:14:54.88726+00,357,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1545,23929,4,5.319469000000001,2017-12-12 18:14:54.761633+00,326,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1546,23903,5,4.343354,2017-12-12 18:14:54.817136+00,299,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1547,23914,1,9.623698,2017-12-12 18:14:54.843916+00,311,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1548,23850,4,8.19829,2017-12-12 18:14:54.635216+00,242,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1549,23893,5,3.422903,2017-12-12 18:14:54.88146+00,289,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1550,23859,5,3.3885449999999997,2017-12-12 18:14:54.895723+00,251,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1551,23956,5,5.968596,2017-12-12 18:14:54.935433+00,358,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1552,23944,4,3.2772330000000003,2017-12-12 18:14:54.680058+00,346,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1553,23898,5,5.37502,2017-12-12 18:14:54.736874+00,294,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1554,23957,2,5.231775,2017-12-12 18:14:54.519926+00,359,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1555,23892,5,4.321567,2017-12-12 18:14:54.530738+00,288,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1556,23952,4,3.327172,2017-12-12 18:14:54.506203+00,354,70,BL,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1557,23998,5,5.554561,2017-12-12 18:14:54.491696+00,401,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1558,23636,4,7.263578999999999,2017-12-12 18:14:54.496145+00,21,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1559,23977,4,4.605448,2017-12-12 18:14:54.537105+00,380,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1560,23959,5,9.388336,2017-12-12 18:14:54.608257+00,361,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1561,23980,5,4.576345,2017-12-12 18:14:54.645996+00,383,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1562,23673,5,5.542228,2017-12-12 18:14:54.704275+00,58,70,HT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1563,23897,5,7.475732000000001,2017-12-12 18:14:54.748431+00,293,70,BL,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1564,23989,5,6.246505,2017-12-12 18:14:54.771567+00,392,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1565,23987,4,8.28351,2017-12-12 18:14:54.784098+00,390,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1566,23731,4,8.318971000000001,2017-12-12 18:14:54.79851+00,118,70,LT,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1567,24000,4,4.544674,2017-12-12 18:14:54.862549+00,403,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1568,23997,5,6.939813000000001,2017-12-12 18:14:54.868812+00,400,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1569,23872,4,5.222164,2017-12-12 18:14:54.906499+00,265,70,PH,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1570,23762,3,8.367006,2017-12-12 18:14:54.928997+00,152,70,,DT,HL,ML,HL,ML,ML,HL,STL,SQN
1571,24003,1,,2017-12-12 18:23:24.596052+00,234,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1572,24004,2,,2017-12-12 18:23:24.618719+00,53,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1573,24005,4,,2017-12-12 18:23:24.633302+00,92,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1574,24006,3,,2017-12-12 18:23:24.641321+00,391,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1575,24007,4,,2017-12-12 18:23:24.651367+00,79,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1576,24008,3,,2017-12-12 18:23:24.66527+00,93,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1577,24009,1,,2017-12-12 18:23:24.673959+00,211,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1578,24010,3,,2017-12-12 18:23:24.682329+00,292,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1579,24011,3,,2017-12-12 18:23:24.689959+00,107,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1580,24012,1,,2017-12-12 18:23:24.698103+00,285,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1581,24013,1,,2017-12-12 18:23:24.706576+00,179,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1582,24014,3,,2017-12-12 18:23:24.715208+00,199,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1583,24015,1,,2017-12-12 18:23:24.723484+00,282,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1584,24016,1,,2017-12-12 18:23:24.734439+00,304,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1585,24017,3,,2017-12-12 18:23:24.746369+00,217,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1586,24018,4,,2017-12-12 18:23:24.778664+00,60,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1587,24019,4,,2017-12-12 18:23:24.801054+00,197,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1588,24020,3,,2017-12-12 18:23:24.884377+00,74,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1589,24021,1,,2017-12-12 18:23:24.893122+00,122,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1590,24057,1,5.685383,2017-12-12 18:32:23.926795+00,36,74,EN,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1591,24061,2,4.731768,2017-12-12 18:32:24.928631+00,40,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1592,24034,1,4.55955,2017-12-12 18:32:24.738743+00,13,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1593,24036,3,4.524799,2017-12-12 18:32:24.729394+00,15,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1594,24080,1,6.3904760000000005,2017-12-12 18:32:24.243711+00,61,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1595,24081,1,5.079116,2017-12-12 18:32:24.282245+00,62,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1596,24075,1,4.917555,2017-12-12 18:32:23.468386+00,55,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1597,24076,5,4.547839,2017-12-12 18:32:23.479139+00,56,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1598,24077,2,6.213393,2017-12-12 18:32:23.486666+00,57,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1599,24025,2,4.507873,2017-12-12 18:32:23.833488+00,4,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1600,24039,1,4.762924,2017-12-12 18:32:24.723367+00,18,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1601,24095,1,5.559512000000001,2017-12-12 18:32:25.026353+00,77,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1602,24172,3,4.753786,2017-12-12 18:32:25.052281+00,159,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1603,24168,3,4.801394999999999,2017-12-12 18:32:24.90723+00,155,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1604,24189,5,3.4551279999999998,2017-12-12 18:32:24.784169+00,176,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1605,24105,5,5.204403,2017-12-12 18:32:23.778699+00,88,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1606,24101,1,4.409069000000001,2017-12-12 18:32:23.764141+00,84,74,MT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1607,24131,1,4.631867,2017-12-12 18:32:23.978+00,117,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1608,24100,1,5.981404,2017-12-12 18:32:24.772484+00,83,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1609,24187,3,4.579022,2017-12-12 18:32:24.796944+00,174,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1610,24210,1,4.579315,2017-12-12 18:32:23.446604+00,200,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1611,24116,1,4.4522580000000005,2017-12-12 18:32:23.342724+00,101,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1612,24133,1,4.13765,2017-12-12 18:32:23.999217+00,119,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1613,24127,2,4.794266,2017-12-12 18:32:23.985002+00,113,74,PH,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1614,24209,1,4.243958999999999,2017-12-12 18:32:24.072483+00,198,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1615,24164,3,6.587972,2017-12-12 18:32:25.135696+00,151,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1616,24134,3,6.213548,2017-12-12 18:32:24.919131+00,120,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1617,24149,5,3.453146,2017-12-12 18:32:23.581876+00,136,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1618,24174,1,5.837816,2017-12-12 18:32:23.69229+00,161,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1619,24147,4,5.589727,2017-12-12 18:32:23.589276+00,134,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1620,24144,1,5.59433,2017-12-12 18:32:23.573506+00,131,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1621,24159,1,4.8435559999999995,2017-12-12 18:32:24.411738+00,146,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1622,24153,1,4.8734910000000005,2017-12-12 18:32:24.393839+00,140,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1623,24154,1,5.488313,2017-12-12 18:32:24.369619+00,141,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1624,24171,3,3.3982309999999996,2017-12-12 18:32:24.691175+00,158,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1625,24156,2,4.1459209999999995,2017-12-12 18:32:24.34097+00,143,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1626,24165,1,4.1533,2017-12-12 18:32:25.163166+00,152,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1627,24170,1,6.3285919999999996,2017-12-12 18:32:25.204524+00,157,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1628,24141,1,5.029142,2017-12-12 18:32:24.91347+00,128,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1629,24113,1,4.215063,2017-12-12 18:32:24.749956+00,98,74,PH,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1630,24176,1,4.828034,2017-12-12 18:32:23.735758+00,163,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1631,24173,3,4.488454,2017-12-12 18:32:23.706711+00,160,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1632,24104,1,5.1092699999999995,2017-12-12 18:32:23.753661+00,87,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1633,24097,1,4.376979,2017-12-12 18:32:24.856554+00,80,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1634,24161,5,4.559539,2017-12-12 18:32:24.316039+00,148,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1635,24208,1,5.9806230000000005,2017-12-12 18:32:24.14918+00,196,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1636,24207,1,5.702894000000001,2017-12-12 18:32:24.101542+00,195,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1637,24213,1,4.169435,2017-12-12 18:32:23.454572+00,203,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1638,24151,1,4.487662,2017-12-12 18:32:23.508005+00,138,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1639,24119,1,7.130901,2017-12-12 18:32:23.311767+00,104,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1640,24301,5,4.383994,2017-12-12 18:32:23.495005+00,297,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1641,24216,1,4.254041,2017-12-12 18:32:23.423448+00,206,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1642,24272,1,5.752374,2017-12-12 18:32:23.787053+00,265,74,PH,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1643,24221,1,6.01651,2017-12-12 18:32:23.675355+00,212,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1644,24222,1,4.954855,2017-12-12 18:32:23.668735+00,213,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1645,24235,1,6.353651,2017-12-12 18:32:24.946681+00,227,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1646,24229,1,5.044785,2017-12-12 18:32:24.941815+00,221,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1647,24242,3,4.3289800000000005,2017-12-12 18:32:25.043004+00,235,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1648,24245,1,4.7739400000000005,2017-12-12 18:32:25.191761+00,238,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1649,24244,3,4.820244000000001,2017-12-12 18:32:25.083544+00,237,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1650,24238,1,4.8982410000000005,2017-12-12 18:32:25.108546+00,230,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1651,24250,3,5.459409,2017-12-12 18:32:24.46721+00,243,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1652,24252,1,4.168633,2017-12-12 18:32:24.491404+00,245,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1653,24259,1,6.197528,2017-12-12 18:32:24.843847+00,252,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1654,24341,1,4.767358,2017-12-12 18:32:24.871681+00,338,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1655,24258,5,5.018519,2017-12-12 18:32:24.850827+00,251,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1656,24337,4,5.319063,2017-12-12 18:32:24.879609+00,334,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1657,24327,1,5.837336,2017-12-12 18:32:23.856053+00,324,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1658,24267,1,4.3918230000000005,2017-12-12 18:32:23.810783+00,260,74,BL,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1659,24249,1,4.385915,2017-12-12 18:32:24.456635+00,242,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1660,24279,1,5.761966,2017-12-12 18:32:24.19162+00,272,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1661,24308,1,4.238497,2017-12-12 18:32:23.375048+00,305,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1662,24287,2,4.237858,2017-12-12 18:32:23.323342+00,280,74,PH,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1663,24302,1,4.769357,2017-12-12 18:32:23.604302+00,298,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1664,24299,1,4.218617,2017-12-12 18:32:23.54377+00,295,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1665,24296,1,6.337096,2017-12-12 18:32:23.558342+00,291,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1666,24298,5,4.969094999999999,2017-12-12 18:32:23.526942+00,294,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1667,24326,2,4.729836,2017-12-12 18:32:23.875168+00,323,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1668,24217,2,5.81135,2017-12-12 18:32:23.435118+00,207,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1669,24309,1,4.186157,2017-12-12 18:32:23.382855+00,306,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1670,24305,5,4.295814,2017-12-12 18:32:23.402848+00,301,74,PH,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1671,24319,1,4.4038900000000005,2017-12-12 18:32:24.029905+00,316,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1672,24285,1,4.306412,2017-12-12 18:32:24.055282+00,278,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1673,24314,1,5.094733,2017-12-12 18:32:24.009678+00,311,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1674,24339,1,4.569037000000001,2017-12-12 18:32:24.886394+00,336,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1675,24324,1,5.658398,2017-12-12 18:32:23.884117+00,321,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1676,24340,1,4.876111,2017-12-12 18:32:24.892762+00,337,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1677,24336,2,6.0302169999999995,2017-12-12 18:32:24.899952+00,333,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1678,24290,1,4.403909,2017-12-12 18:32:23.289162+00,284,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1679,24424,2,,2017-12-12 19:01:12.195257+00,107,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1680,24425,3,,2017-12-12 19:01:12.202928+00,106,76,MT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1681,24426,4,,2017-12-12 19:01:12.208626+00,202,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1682,24427,3,,2017-12-12 19:01:12.213311+00,246,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1683,24428,3,,2017-12-12 19:01:12.21783+00,216,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1684,24429,2,,2017-12-12 19:01:12.224789+00,326,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1685,24430,4,,2017-12-12 19:01:12.231885+00,387,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1686,24431,2,,2017-12-12 19:01:12.237824+00,136,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1687,24389,1,4.427205000000001,2017-12-12 18:32:23.364817+00,386,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1688,24390,2,4.690623,2017-12-12 18:32:23.353641+00,387,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1689,24218,1,6.373963,2017-12-12 18:32:23.411655+00,208,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1690,24073,1,6.117803,2017-12-12 18:32:23.461491+00,52,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1691,24377,3,5.4849440000000005,2017-12-12 18:32:23.614549+00,374,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1692,24380,1,4.134432,2017-12-12 18:32:23.650904+00,377,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1693,24223,2,4.219349,2017-12-12 18:32:23.660675+00,214,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1694,24323,1,5.261955,2017-12-12 18:32:23.906766+00,320,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1695,24058,1,4.923965,2017-12-12 18:32:23.966676+00,37,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1696,24202,1,4.142057,2017-12-12 18:32:24.222704+00,190,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1697,24343,4,5.4678629999999995,2017-12-12 18:32:24.545431+00,340,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1698,24346,4,5.617318,2017-12-12 18:32:24.563402+00,343,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1699,24347,2,4.9721839999999995,2017-12-12 18:32:24.603499+00,344,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1700,24350,1,6.449276,2017-12-12 18:32:24.643663+00,347,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1701,24349,5,4.149426999999999,2017-12-12 18:32:24.675812+00,346,74,HT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1702,24114,1,4.618881,2017-12-12 18:32:24.759856+00,99,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1703,24260,3,4.664772,2017-12-12 18:32:24.815373+00,253,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1704,24230,1,4.207799,2017-12-12 18:32:24.935128+00,222,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1705,24364,1,5.145876,2017-12-12 18:32:24.952113+00,361,74,LT,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1706,24363,1,4.135582,2017-12-12 18:32:24.962349+00,360,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
1707,24369,1,6.070392,2017-12-12 18:32:24.975269+00,366,74,,ES,ML,ML,ML,ML,ML,HL,STL,SQN
