id,rating,predicted_rating,context_time,movie_id,learner_id
6089,4,,2017-12-06 14:26:37.760171+00,350,18
6090,4,,2017-12-06 14:26:37.774483+00,232,18
6091,5,,2017-12-06 14:26:37.78978+00,75,18
6092,3,,2017-12-06 14:26:37.805556+00,312,18
6093,2,,2017-12-06 14:26:37.821508+00,139,18
6094,3,,2017-12-06 14:26:37.836551+00,332,18
6095,3,,2017-12-06 14:26:37.850752+00,87,18
6096,2,,2017-12-06 14:26:37.864814+00,331,18
6097,4,,2017-12-06 14:26:37.878934+00,378,18
6098,4,,2017-12-06 14:26:37.892425+00,265,18
6099,5,,2017-12-06 14:26:37.906248+00,156,18
6100,5,,2017-12-06 14:26:37.920251+00,372,18
6486,5,,2017-12-06 14:42:03.376289+00,116,20
6487,5,,2017-12-06 14:42:03.391492+00,185,20
6488,5,,2017-12-06 14:42:03.405866+00,317,20
6489,5,,2017-12-06 14:42:03.420938+00,101,20
6490,5,,2017-12-06 14:42:03.436188+00,223,20
6491,5,,2017-12-06 14:42:03.45162+00,222,20
6492,5,,2017-12-06 14:42:03.46723+00,112,20
6493,5,,2017-12-06 14:42:03.482888+00,242,20
6494,5,,2017-12-06 14:42:03.497917+00,382,20
6495,5,,2017-12-06 14:42:03.512536+00,278,20
6496,5,,2017-12-06 14:42:03.527097+00,235,20
6497,5,,2017-12-06 14:42:03.54137+00,330,20
6498,5,,2017-12-06 14:42:03.555495+00,174,20
6499,5,,2017-12-06 14:42:03.569617+00,71,20
6500,5,,2017-12-06 14:42:03.584816+00,94,20
6501,5,,2017-12-06 14:42:03.600081+00,153,20
6502,5,,2017-12-06 14:42:03.615162+00,43,20
6503,5,,2017-12-06 14:42:03.630444+00,275,20
6504,5,,2017-12-06 14:42:03.646221+00,299,20
6505,5,,2017-12-06 14:42:03.661931+00,36,20
6891,3,,2017-12-06 14:47:02.39803+00,122,21
6892,2,,2017-12-06 14:47:02.412565+00,250,21
6893,2,,2017-12-06 14:47:02.426785+00,121,21
6894,4,,2017-12-06 14:47:02.441477+00,251,21
6895,2,,2017-12-06 14:47:02.455335+00,368,21
6896,3,,2017-12-06 14:47:02.469669+00,38,21
6897,3,,2017-12-06 14:47:02.483914+00,204,21
6898,3,,2017-12-06 14:47:02.498579+00,312,21
6899,2,,2017-12-06 14:47:02.512931+00,369,21
6900,2,,2017-12-06 14:47:02.527669+00,77,21
6901,2,,2017-12-06 14:47:02.5435+00,385,21
6902,2,,2017-12-06 14:47:02.557955+00,287,21
6903,3,,2017-12-06 14:47:02.571766+00,260,21
6904,3,,2017-12-06 14:47:02.585983+00,198,21
6905,2,,2017-12-06 14:47:02.600662+00,42,21
6906,4,,2017-12-06 14:47:02.614914+00,141,21
6907,2,,2017-12-06 14:47:02.62991+00,55,21
6908,5,,2017-12-06 14:47:02.645376+00,155,21
6966,4,3.521573,2017-12-06 14:55:02.454114+00,61,21
6938,5,1.719839,2017-12-06 14:55:02.491429+00,30,21
6927,4,2.165074,2017-12-06 14:55:02.500128+00,19,21
6933,4,4.69923,2017-12-06 14:55:02.4726+00,25,21
6910,5,1.841492,2017-12-06 14:55:02.208755+00,2,21
6977,5,6.195318,2017-12-06 14:55:02.130222+00,72,21
6954,5,2.51635,2017-12-06 14:55:02.46346+00,48,21
6960,5,3.445558,2017-12-06 14:55:02.1884+00,54,21
6976,5,2.463113,2017-12-06 14:55:02.143887+00,71,21
7038,3,6.474276,2017-12-06 14:55:02.352271+00,136,21
7065,5,3.388257,2017-12-06 14:55:02.538626+00,165,21
7107,3,5.307908,2017-12-06 14:55:02.087372+00,209,21
7113,5,0.893099,2017-12-06 14:55:02.420197+00,215,21
7112,4,1.505092,2017-12-06 14:55:02.388022+00,214,21
7035,4,3.067872,2017-12-06 14:55:02.364605+00,133,21
6999,3,2.521356,2017-12-06 14:55:02.556941+00,95,21
7093,5,3.24901,2017-12-06 14:55:02.177246+00,193,21
7027,5,3.672825,2017-12-06 14:55:02.399096+00,125,21
7085,5,2.654666,2017-12-06 14:55:02.156302+00,185,21
7013,4,5.698592,2017-12-06 14:55:02.443469+00,109,21
7018,4,1.061567,2017-12-06 14:55:02.059208+00,114,21
7144,5,3.926505,2017-12-06 14:55:02.070814+00,246,21
7204,5,3.520516,2017-12-06 14:55:02.243821+00,310,21
7188,5,0.776331,2017-12-06 14:55:02.509622+00,294,21
7154,5,5.880817,2017-12-06 14:55:02.409845+00,258,21
7195,3,1.540757,2017-12-06 14:55:02.29169+00,301,21
7215,4,3.71812,2017-12-06 14:55:02.567137+00,322,21
7222,3,3.560764,2017-12-06 14:55:02.519247+00,329,21
7176,5,3.312018,2017-12-06 14:55:02.271962+00,281,21
7161,5,3.625704,2017-12-06 14:55:02.375789+00,266,21
7187,4,3.292403,2017-12-06 14:55:02.547477+00,293,21
7191,4,3.0426,2017-12-06 14:55:02.26068+00,297,21
7182,5,3.658221,2017-12-06 14:55:02.576423+00,288,21
7198,5,3.405315,2017-12-06 14:55:02.528767+00,304,21
7139,5,3.303226,2017-12-06 14:55:02.044654+00,241,21
7242,4,2.42451,2017-12-06 14:55:02.430455+00,349,21
7291,4,2.995747,2017-12-06 14:55:02.306973+00,401,21
7247,3,2.620775,2017-12-06 14:55:02.317693+00,354,21
7282,5,5.512252,2017-12-06 14:55:02.102059+00,392,21
6963,5,2.733555,2017-12-06 14:55:02.116699+00,58,21
6996,3,1.426395,2017-12-06 14:55:02.221221+00,92,21
7224,5,2.738857,2017-12-06 14:55:02.329747+00,331,21
6925,5,4.939406,2017-12-06 14:55:02.482215+00,17,21
7219,5,3.511332,2017-12-06 14:55:02.585288+00,326,21
7069,4,2.24108,2017-12-06 14:55:02.594433+00,169,21
7701,5,,2017-12-06 15:04:32.56227+00,246,23
7702,5,,2017-12-06 15:04:32.57784+00,215,23
7703,2,,2017-12-06 15:04:32.591971+00,109,23
7704,3,,2017-12-06 15:04:32.608655+00,58,23
7705,2,,2017-12-06 15:04:32.623938+00,79,23
7735,5,6.942902,2017-12-06 15:09:44.832885+00,30,23
7775,5,9.694818,2017-12-06 15:09:45.072856+00,71,23
7821,4,9.715474,2017-12-06 15:09:44.977526+00,119,23
7874,3,6.944918,2017-12-06 15:09:44.999974+00,172,23
7946,3,10.361534,2017-12-06 15:09:44.85344+00,245,23
7955,2,10.584587,2017-12-06 15:09:44.843409+00,255,23
8031,3,6.812784,2017-12-06 15:09:45.118251+00,331,23
7997,5,8.761504,2017-12-06 15:09:45.135419+00,297,23
8058,5,10.369832,2017-12-06 15:09:45.046465+00,358,23
8038,5,10.086412,2017-12-06 15:09:45.026309+00,338,23
8101,3,10.192913,2017-12-06 15:09:45.09293+00,401,23
8040,2,10.064462,2017-12-06 15:09:44.93288+00,340,23
8000,5,9.066651,2017-12-06 15:09:45.105269+00,300,23
7736,4,10.587571,2017-12-06 15:09:44.804893+00,31,23
8084,5,10.436826,2017-12-06 15:09:44.866884+00,384,23
8106,1,,2017-12-06 16:40:05.890503+00,247,25
8107,2,,2017-12-06 16:40:05.925369+00,322,25
8108,1,,2017-12-06 16:40:05.965592+00,342,25
8109,1,,2017-12-06 16:40:06.012263+00,257,25
8110,1,,2017-12-06 16:40:06.056059+00,118,25
8111,2,,2017-12-06 16:40:06.081643+00,250,25
8112,4,,2017-12-06 16:40:06.14138+00,101,25
8113,4,,2017-12-06 16:40:06.1852+00,385,25
8114,2,,2017-12-06 16:40:06.209716+00,388,25
8115,3,,2017-12-06 16:40:06.257606+00,339,25
8116,4,,2017-12-06 16:40:06.301291+00,329,25
8117,5,,2017-12-06 16:40:06.337572+00,233,25
8118,1,,2017-12-06 16:40:06.393245+00,266,25
8119,1,,2017-12-06 16:40:06.428099+00,293,25
8120,2,,2017-12-06 16:40:06.458259+00,95,25
8121,1,,2017-12-06 16:40:06.477375+00,189,25
8122,4,,2017-12-06 16:40:06.510235+00,365,25
8123,4,,2017-12-06 16:40:06.545828+00,267,25
8124,5,,2017-12-06 16:40:06.589578+00,14,25
8125,1,,2017-12-06 16:40:06.626018+00,173,25
8151,1,6.597567,2017-12-06 16:47:49.100653+00,27,25
8238,1,4.433187,2017-12-06 16:45:47.049025+00,116,25
8157,4,6.530626,2017-12-06 16:47:49.133097+00,33,25
8168,1,6.988984,2017-12-06 16:47:49.208822+00,44,25
8221,5,6.255994,2017-12-06 16:47:49.292067+00,98,25
8130,5,2.734199,2017-12-06 16:45:47.22039+00,5,25
8181,3,7.993756,2017-12-06 16:45:47.19647+00,57,25
8148,5,2.756801,2017-12-06 16:45:46.671269+00,24,25
8263,4,6.497415,2017-12-06 16:47:49.166727+00,142,25
8288,2,6.590244,2017-12-06 16:47:49.276999+00,167,25
8343,2,2.664703,2017-12-06 16:45:47.156816+00,224,25
8369,1,6.781297,2017-12-06 16:47:49.11298+00,253,25
8332,1,6.376504,2017-12-06 16:47:49.323143+00,213,25
8255,5,6.746956,2017-12-06 16:47:49.144014+00,134,25
8271,4,4.320268,2017-12-06 16:45:47.089123+00,150,25
8284,1,2.833178,2017-12-06 16:45:47.420736+00,163,25
8324,2,2.827659,2017-12-06 16:45:47.24895+00,205,25
8322,4,7.647209,2017-12-06 16:45:46.782924+00,203,25
8484,4,7.156223,2017-12-06 16:47:49.254138+00,377,25
8480,3,9.00878,2017-12-06 16:45:46.937459+00,373,25
8392,3,7.011934,2017-12-06 16:47:49.230331+00,279,25
8428,2,8.759122,2017-12-06 16:45:47.532569+00,316,25
8435,2,6.407175,2017-12-06 16:47:49.153975+00,324,25
8453,2,7.428406,2017-12-06 16:47:49.185622+00,345,25
8397,1,7.461734,2017-12-06 16:47:49.198286+00,284,25
8398,5,4.411519,2017-12-06 16:45:47.137127+00,285,25
8437,5,4.413444,2017-12-06 16:45:47.113899+00,326,25
8393,4,2.801211,2017-12-06 16:45:46.813641+00,280,25
8200,1,8.30342,2017-12-06 16:45:47.276831+00,76,25
8296,4,7.744975,2017-12-06 16:45:47.492925+00,176,25
8416,3,7.496691,2017-12-06 16:45:47.556119+00,304,25
8512,4,,2017-12-07 12:28:33.508055+00,15,29
8513,3,,2017-12-07 12:28:33.52154+00,130,29
8515,3,,2017-12-07 12:28:33.549923+00,120,29
8517,2,,2017-12-07 12:28:33.582078+00,45,29
8519,1,,2017-12-07 12:28:33.634026+00,212,29
8524,2,,2017-12-07 12:28:33.770296+00,329,29
8527,2,,2017-12-07 12:28:33.904039+00,149,29
8529,5,,2017-12-07 12:28:33.975897+00,165,29
8530,3,,2017-12-07 12:28:34.005709+00,111,29
9209,2,,2017-12-07 13:43:52.577233+00,394,30
9210,1,,2017-12-07 13:43:52.602636+00,39,30
9211,1,,2017-12-07 13:43:52.622645+00,105,30
9212,5,,2017-12-07 13:43:52.644218+00,104,30
9213,5,,2017-12-07 13:43:52.670394+00,231,30
9214,5,,2017-12-07 13:43:52.689606+00,299,30
9215,3,,2017-12-07 13:43:52.721849+00,41,30
9216,5,,2017-12-07 13:43:52.746013+00,244,30
9217,2,,2017-12-07 13:43:52.770804+00,64,30
9218,5,,2017-12-07 13:43:52.902424+00,67,30
9219,5,,2017-12-07 13:43:52.920191+00,195,30
9220,5,,2017-12-07 13:43:52.952367+00,27,30
9221,5,,2017-12-07 13:43:52.970722+00,264,30
9222,2,,2017-12-07 13:43:52.987053+00,94,30
9223,5,,2017-12-07 13:43:53.001764+00,355,30
9224,1,,2017-12-07 13:43:53.016104+00,343,30
9225,3,,2017-12-07 13:43:53.033627+00,174,30
9226,1,,2017-12-07 13:43:53.051297+00,148,30
9227,5,,2017-12-07 13:43:53.067189+00,396,30
9228,5,,2017-12-07 13:43:53.090307+00,199,30
10019,5,,2017-12-07 14:12:39.902243+00,354,32
10020,2,,2017-12-07 14:12:39.919169+00,121,32
10021,3,,2017-12-07 14:12:39.938382+00,226,32
10022,3,,2017-12-07 14:12:39.953573+00,23,32
10023,4,,2017-12-07 14:12:39.969773+00,50,32
10755,4,,2017-12-07 14:45:51.538115+00,184,33
10756,1,,2017-12-07 14:45:51.549737+00,108,33
10757,4,,2017-12-07 14:45:51.561186+00,1,33
10758,1,,2017-12-07 14:45:51.574543+00,61,33
10759,5,,2017-12-07 14:45:51.588684+00,96,33
10760,4,,2017-12-07 14:45:51.597298+00,173,33
10761,4,,2017-12-07 14:45:51.612224+00,94,33
10762,4,,2017-12-07 14:45:51.622789+00,205,33
10763,3,,2017-12-07 14:45:51.631327+00,102,33
10764,4,,2017-12-07 14:45:51.641398+00,22,33
10765,1,,2017-12-07 14:45:51.653099+00,15,33
10766,2,,2017-12-07 14:45:51.661794+00,105,33
10767,2,,2017-12-07 14:45:51.670921+00,117,33
10768,4,,2017-12-07 14:45:51.679098+00,192,33
10769,5,,2017-12-07 14:45:51.687973+00,209,33
11160,2,,2017-12-07 15:43:10.116184+00,332,34
11161,4,,2017-12-07 15:43:10.148968+00,301,34
11162,2,,2017-12-07 15:43:10.156322+00,385,34
11163,3,,2017-12-07 15:43:10.16356+00,190,34
11164,3,,2017-12-07 15:43:10.171396+00,169,34
11165,5,,2017-12-07 15:43:10.178656+00,26,34
11166,4,,2017-12-07 15:43:10.186214+00,403,34
11167,4,,2017-12-07 15:43:10.19342+00,6,34
11168,2,,2017-12-07 15:43:10.211559+00,243,34
11169,2,,2017-12-07 15:43:10.223815+00,10,34
11170,4,,2017-12-07 15:43:10.231358+00,345,34
11171,2,,2017-12-07 15:43:10.239259+00,212,34
11172,5,,2017-12-07 15:43:10.249726+00,358,34
11173,3,,2017-12-07 15:43:10.258633+00,17,34
11174,2,,2017-12-07 15:43:10.266514+00,158,34
11175,4,,2017-12-07 15:43:10.274749+00,195,34
11176,4,,2017-12-07 15:43:10.282801+00,57,34
11177,3,,2017-12-07 15:43:10.29094+00,50,34
11178,3,,2017-12-07 15:43:10.298519+00,51,34
11179,3,,2017-12-07 15:43:10.305974+00,376,34
11237,5,4.625773,2017-12-07 15:50:36.616001+00,65,34
11245,1,4.665674,2017-12-07 15:50:36.579223+00,73,34
11229,5,2.930855,2017-12-07 15:50:36.602352+00,56,34
11230,5,3.965602,2017-12-07 15:50:36.569271+00,58,34
11350,3,5.750919,2017-12-07 15:50:36.586382+00,180,34
11456,5,3.263997,2017-12-07 15:50:36.622183+00,290,34
11413,4,4.210219,2017-12-07 15:50:36.554012+00,247,34
11346,4,3.663486,2017-12-07 15:50:36.561645+00,176,34
11412,4,3.505343,2017-12-07 15:50:36.503784+00,246,34
11565,5,,2017-12-07 16:13:32.386463+00,150,35
11463,5,7.606617,2017-12-07 15:50:36.593704+00,297,34
11509,4,5.357403,2017-12-07 15:50:36.608722+00,346,34
11566,5,,2017-12-07 16:13:32.394058+00,38,35
11567,4,,2017-12-07 16:13:32.400656+00,277,35
11568,5,,2017-12-07 16:13:32.407224+00,170,35
11569,4,,2017-12-07 16:13:32.413727+00,252,35
11570,5,,2017-12-07 16:13:32.42047+00,2,35
11571,5,,2017-12-07 16:13:32.426797+00,276,35
11572,5,,2017-12-07 16:13:32.432776+00,125,35
11573,5,,2017-12-07 16:13:32.43922+00,181,35
11574,5,,2017-12-07 16:13:32.44572+00,344,35
11575,2,,2017-12-07 16:13:32.452211+00,76,35
11576,5,,2017-12-07 16:13:32.458979+00,302,35
11577,5,,2017-12-07 16:13:32.465894+00,156,35
11578,4,,2017-12-07 16:13:32.472526+00,82,35
11579,2,,2017-12-07 16:13:32.479209+00,90,35
11580,5,,2017-12-07 16:13:32.488881+00,60,35
11581,5,,2017-12-07 16:13:32.496662+00,81,35
11582,5,,2017-12-07 16:13:32.503701+00,80,35
11583,4,,2017-12-07 16:13:32.509992+00,123,35
11584,4,,2017-12-07 16:13:32.516583+00,178,35
11597,5,7.080594,2017-12-07 16:21:35.095553+00,14,35
11652,4,4.313476,2017-12-07 16:21:35.106122+00,71,35
11617,4,2.949711,2017-12-07 16:21:35.085981+00,34,35
11700,4,3.300083,2017-12-07 16:21:35.144138+00,126,35
11609,5,5.197601,2017-12-07 16:21:35.199527+00,26,35
11607,5,7.09323,2017-12-07 16:21:35.195015+00,24,35
11650,5,5.53095,2017-12-07 16:21:35.208564+00,69,35
11635,5,5.339612,2017-12-07 16:21:35.115616+00,53,35
11646,2,4.634172,2017-12-07 16:21:35.217222+00,65,35
11683,5,7.156421,2017-12-07 16:21:35.124996+00,107,35
11630,5,5.784075,2017-12-07 16:21:35.21288+00,48,35
11600,5,2.415962,2017-12-07 16:21:35.138576+00,17,35
11608,5,4.227239,2017-12-07 16:21:35.190318+00,25,35
11665,4,7.530677,2017-12-07 16:21:35.16412+00,88,35
11708,5,4.953792,2017-12-07 16:21:35.04326+00,134,35
11598,5,3.449646,2017-12-07 16:21:35.071413+00,15,35
11707,4,6.797413,2017-12-07 16:21:35.023286+00,133,35
11741,5,4.261726,2017-12-07 16:21:35.180606+00,169,35
11728,5,4.28323,2017-12-07 16:21:35.081211+00,155,35
11761,5,3.672265,2017-12-07 16:21:35.101386+00,192,35
11817,5,4.811694,2017-12-07 16:21:35.052671+00,248,35
11801,3,3.624296,2017-12-07 16:21:35.110513+00,232,35
11722,5,4.306511,2017-12-07 16:21:35.076571+00,148,35
11720,5,7.769734,2017-12-07 16:21:35.13399+00,146,35
11826,4,5.110601,2017-12-07 16:21:35.120427+00,258,35
11784,4,4.510838,2017-12-07 16:21:35.129486+00,215,35
11731,5,4.57636,2017-12-07 16:21:35.047911+00,159,35
11811,5,6.226899,2017-12-07 16:21:35.028866+00,242,35
11765,5,5.239798,2017-12-07 16:21:35.057523+00,196,35
11813,5,5.808972,2017-12-07 16:21:35.018345+00,244,35
11851,5,6.046636,2017-12-07 16:21:35.007763+00,285,35
11852,5,6.899059,2017-12-07 16:21:35.012937+00,286,35
11929,5,6.073977,2017-12-07 16:21:35.033648+00,365,35
11869,5,4.743946,2017-12-07 16:21:35.221874+00,304,35
11921,5,5.114018,2017-12-07 16:21:35.175566+00,357,35
11943,5,5.922904,2017-12-07 16:21:35.154746+00,379,35
11877,5,6.479256,2017-12-07 16:21:35.149755+00,312,35
11868,5,7.29703,2017-12-07 16:21:35.204108+00,303,35
11875,4,7.995906,2017-12-07 16:21:35.159448+00,310,35
11926,5,7.539102,2017-12-07 16:21:35.038582+00,362,35
11850,5,6.108707,2017-12-07 16:21:34.98878+00,284,35
11970,2,,2017-12-07 16:20:42.473943+00,262,36
11971,3,,2017-12-07 16:20:42.481534+00,29,36
11972,2,,2017-12-07 16:20:42.487815+00,1,36
11973,4,,2017-12-07 16:20:42.49438+00,201,36
11974,3,,2017-12-07 16:20:42.501043+00,31,36
11975,2,,2017-12-07 16:20:42.517235+00,402,36
11976,4,,2017-12-07 16:20:42.52419+00,273,36
11977,3,,2017-12-07 16:20:42.53111+00,173,36
11978,3,,2017-12-07 16:20:42.538379+00,366,36
11979,2,,2017-12-07 16:20:42.546671+00,12,36
11980,3,,2017-12-07 16:20:42.553542+00,172,36
11981,2,,2017-12-07 16:20:42.560045+00,59,36
11982,3,,2017-12-07 16:20:42.566685+00,277,36
11983,3,,2017-12-07 16:20:42.573566+00,120,36
11984,3,,2017-12-07 16:20:42.579989+00,83,36
11985,2,,2017-12-07 16:20:42.586512+00,159,36
11986,4,,2017-12-07 16:20:42.593344+00,371,36
11987,3,,2017-12-07 16:20:42.600192+00,184,36
11988,2,,2017-12-07 16:20:42.607435+00,387,36
11989,3,,2017-12-07 16:20:42.614998+00,73,36
11910,5,5.406679,2017-12-07 16:21:35.062086+00,346,35
11789,5,5.045281,2017-12-07 16:21:35.066943+00,220,35
11596,5,4.557787,2017-12-07 16:21:35.090913+00,13,35
11807,5,5.287913,2017-12-07 16:21:35.168943+00,238,35
11661,5,3.727642,2017-12-07 16:21:35.18544+00,84,35
12780,2,,2017-12-07 21:10:26.673605+00,402,39
12781,2,,2017-12-07 21:10:26.68464+00,197,39
12782,5,,2017-12-07 21:10:26.694629+00,383,39
12783,4,,2017-12-07 21:10:26.70508+00,30,39
12784,2,,2017-12-07 21:10:26.714828+00,107,39
12785,4,,2017-12-07 21:10:26.726566+00,177,39
12786,4,,2017-12-07 21:10:26.736978+00,146,39
12787,4,,2017-12-07 21:10:26.74744+00,179,39
12788,4,,2017-12-07 21:10:26.757195+00,365,39
12789,4,,2017-12-07 21:10:26.76669+00,21,39
12790,4,,2017-12-07 21:10:26.777184+00,129,39
12791,4,,2017-12-07 21:10:26.792446+00,362,39
12792,2,,2017-12-07 21:10:26.802584+00,259,39
12793,4,,2017-12-07 21:10:26.811723+00,66,39
12794,4,,2017-12-07 21:10:26.821764+00,309,39
12795,4,,2017-12-07 21:10:26.83522+00,330,39
12796,2,,2017-12-07 21:10:26.854109+00,274,39
12797,5,,2017-12-07 21:10:26.867409+00,96,39
12798,3,,2017-12-07 21:10:26.876399+00,320,39
12799,4,,2017-12-07 21:10:26.886771+00,350,39
13185,3,,2017-12-07 21:17:02.725142+00,348,40
13186,4,,2017-12-07 21:17:02.748439+00,191,40
13187,5,,2017-12-07 21:17:02.795352+00,265,40
13188,3,,2017-12-07 21:17:02.827129+00,351,40
13189,5,,2017-12-07 21:17:02.868186+00,158,40
13190,3,,2017-12-07 21:17:02.903753+00,49,40
13191,5,,2017-12-07 21:17:02.989182+00,15,40
13192,3,,2017-12-07 21:17:03.027442+00,310,40
13193,5,,2017-12-07 21:17:03.053298+00,317,40
13194,5,,2017-12-07 21:17:03.086069+00,144,40
13195,4,,2017-12-07 21:17:03.123954+00,240,40
13196,4,,2017-12-07 21:17:03.169258+00,322,40
13197,3,,2017-12-07 21:17:03.193248+00,85,40
13198,4,,2017-12-07 21:17:03.251395+00,286,40
13199,5,,2017-12-07 21:17:03.338898+00,168,40
13200,4,,2017-12-07 21:17:03.4151+00,56,40
13201,4,,2017-12-07 21:17:03.455429+00,72,40
13590,2,,2017-12-07 22:02:46.994952+00,93,41
13591,4,,2017-12-07 22:02:47.043183+00,254,41
13592,4,,2017-12-07 22:02:47.078533+00,196,41
13593,2,,2017-12-07 22:02:47.119639+00,400,41
13594,5,,2017-12-07 22:02:47.156302+00,383,41
13595,2,,2017-12-07 22:02:47.213487+00,172,41
13596,2,,2017-12-07 22:02:47.282885+00,404,41
13597,2,,2017-12-07 22:02:47.320982+00,329,41
13598,2,,2017-12-07 22:02:47.367149+00,222,41
13599,4,,2017-12-07 22:02:47.427001+00,3,41
13600,2,,2017-12-07 22:02:47.465335+00,174,41
13601,4,,2017-12-07 22:02:47.504482+00,364,41
13602,4,,2017-12-07 22:02:47.584239+00,167,41
13603,3,,2017-12-07 22:02:47.656456+00,73,41
13604,4,,2017-12-07 22:02:47.715535+00,259,41
13605,2,,2017-12-07 22:02:47.756929+00,391,41
13606,1,,2017-12-07 22:02:47.819339+00,321,41
13607,1,,2017-12-07 22:02:47.879571+00,256,41
13608,2,,2017-12-07 22:02:47.910602+00,257,41
13609,3,,2017-12-07 22:02:47.936552+00,90,41
13653,1,4.526119,2017-12-07 22:05:58.619221+00,45,41
13674,1,4.548677,2017-12-07 22:05:58.582419+00,66,41
13648,3,4.793526,2017-12-07 22:05:58.597969+00,40,41
13671,2,4.518167,2017-12-07 22:05:58.571776+00,63,41
13732,3,4.676817,2017-12-07 22:05:58.461717+00,127,41
13713,1,4.799357,2017-12-07 22:05:58.454214+00,108,41
13728,3,5.004329,2017-12-07 22:05:58.446661+00,123,41
13710,4,5.34005,2017-12-07 22:05:58.483649+00,105,41
13731,5,2.560795,2017-12-07 22:05:58.439363+00,126,41
13855,4,5.329621,2017-12-07 22:05:58.510903+00,258,41
13863,3,4.69785,2017-12-07 22:05:58.328431+00,267,41
13769,1,6.133936,2017-12-07 22:05:58.491243+00,164,41
13864,4,4.656108,2017-12-07 22:05:58.4019+00,268,41
13870,3,5.697623,2017-12-07 22:05:58.554635+00,274,41
13841,4,5.451334,2017-12-07 22:05:58.361984+00,241,41
13860,3,5.555304,2017-12-07 22:05:58.338491+00,264,41
13828,1,4.531029,2017-12-07 22:05:58.320393+00,228,41
13966,5,4.813057,2017-12-07 22:05:58.53041+00,373,41
13995,3,,2017-12-07 22:07:32.74913+00,348,42
13998,5,,2017-12-07 22:07:32.793414+00,165,42
13996,2,,2017-12-07 22:07:32.764368+00,386,42
13997,5,,2017-12-07 22:07:32.77711+00,381,42
13978,3,4.89485,2017-12-07 22:05:58.276511+00,386,41
13979,1,4.592065,2017-12-07 22:05:58.312233+00,387,41
13918,2,4.593801,2017-12-07 22:05:58.381526+00,323,41
13920,1,5.022471,2017-12-07 22:05:58.419091+00,325,41
13953,2,5.340792,2017-12-07 22:05:58.431933+00,359,41
13733,3,4.690116,2017-12-07 22:05:58.468827+00,128,41
13831,1,4.548836,2017-12-07 22:05:58.476903+00,231,41
13967,4,5.256176,2017-12-07 22:05:58.500608+00,374,41
13969,1,4.530871,2017-12-07 22:05:58.518715+00,376,41
13999,5,,2017-12-07 22:07:32.811279+00,357,42
14000,2,,2017-12-07 22:07:32.821325+00,356,42
14001,4,,2017-12-07 22:07:32.832636+00,354,42
14002,5,,2017-12-07 22:07:32.842823+00,34,42
14003,2,,2017-12-07 22:07:32.851686+00,20,42
14004,4,,2017-12-07 22:07:32.860795+00,350,42
14005,2,,2017-12-07 22:07:32.869136+00,340,42
14006,4,,2017-12-07 22:07:32.877614+00,290,42
14007,5,,2017-12-07 22:07:32.887153+00,260,42
14008,3,,2017-12-07 22:07:32.896845+00,221,42
14009,2,,2017-12-07 22:07:32.906028+00,75,42
14010,4,,2017-12-07 22:07:32.918068+00,149,42
14011,4,,2017-12-07 22:07:32.932476+00,254,42
14012,1,,2017-12-07 22:07:32.943746+00,64,42
14013,3,,2017-12-07 22:07:32.955086+00,283,42
14014,5,,2017-12-07 22:07:32.965457+00,316,42
14083,5,6.203547,2017-12-07 22:09:52.035901+00,72,42
14031,3,7.15395,2017-12-07 22:09:52.024184+00,17,42
14138,5,6.432949,2017-12-07 22:09:52.049588+00,128,42
14051,1,5.763273,2017-12-07 22:09:52.003587+00,39,42
14103,5,5.907037,2017-12-07 22:09:52.084506+00,93,42
14091,5,6.336644,2017-12-07 22:09:51.996964+00,81,42
14161,2,6.941596,2017-12-07 22:09:51.965261+00,152,42
14209,3,7.031543,2017-12-07 22:09:51.971084+00,201,42
14262,2,6.134384,2017-12-07 22:09:52.011914+00,256,42
14149,1,6.575556,2017-12-07 22:09:51.959326+00,139,42
14229,3,5.970424,2017-12-07 22:09:51.953409+00,222,42
14171,2,5.819246,2017-12-07 22:09:52.075825+00,162,42
14239,5,5.746152,2017-12-07 22:09:52.05547+00,232,42
14234,5,5.953041,2017-12-07 22:09:51.91205+00,227,42
14323,4,5.710615,2017-12-07 22:09:51.990963+00,321,42
14358,4,8.545421,2017-12-07 22:09:52.068669+00,362,42
14290,5,5.837879,2017-12-07 22:09:52.030196+00,286,42
14304,5,5.754773,2017-12-07 22:09:52.018449+00,301,42
14387,3,6.099817,2017-12-07 22:09:52.101278+00,393,42
14274,5,6.144904,2017-12-07 22:09:51.984743+00,269,42
14336,5,7.358048,2017-12-07 22:09:52.09369+00,334,42
14386,4,6.241415,2017-12-07 22:09:52.108431+00,392,42
14391,2,5.93958,2017-12-07 22:09:52.115789+00,397,42
14343,5,5.737161,2017-12-07 22:09:51.947612+00,342,42
14247,5,5.92493,2017-12-07 22:09:51.977983+00,240,42
14355,5,6.139339,2017-12-07 22:09:52.042147+00,359,42
14115,2,6.036087,2017-12-07 22:09:52.061682+00,105,42
14400,4,,2017-12-08 00:02:31.802329+00,80,44
14401,3,,2017-12-08 00:02:31.822599+00,264,44
14402,1,,2017-12-08 00:02:31.84413+00,179,44
14403,4,,2017-12-08 00:02:31.86893+00,34,44
14404,1,,2017-12-08 00:02:31.898074+00,79,44
14405,1,,2017-12-08 00:02:31.936582+00,272,44
14406,1,,2017-12-08 00:02:31.961794+00,125,44
